ID,Case Number,Place,PlaceID,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic
13513221,JH327730,East Hartford,30,001XX W HUBBARD ST,0810,THEFT,OVER $500,STREET,False,False
13512810,JH327233,Bridgewater,51,005XX E 74TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False
13514911,JH325494,Morris,75,110XX S SAWYER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True
13511932,JH326063,Chester,83,105XX S WALLACE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13512538,JH326715,Beacon Falls,25,012XX W 119TH ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,ATHLETIC CLUB,False,False
13513591,JH328162,Colebrook,76,011XX E 44TH ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False
13511596,JH325745,Bridgewater,51,022XX W DIVISION ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False
13513675,JH328240,Eastford,22,065XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True
13510615,JH324580,Litchfield,59,011XX S CALIFORNIA AVE,0880,THEFT,PURSE-SNATCHING,CTA BUS,False,False
13513057,JH327332,Hampton,74,052XX W MADISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13513697,JH328148,Meriden,32,008XX S LAWNDALE AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False
13513698,JH328050,Bethel,28,022XX N CALIFORNIA AVE,0810,THEFT,OVER $500,CONVENIENCE STORE,False,False
13511836,JH325935,Middletown,60,003XX S DEARBORN ST,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,True,False
13512957,JH327379,Colebrook,76,009XX N LEAVITT ST,0810,THEFT,OVER $500,STREET,False,False
13512946,JH327434,Groton,1,0000X W SUPERIOR ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False
13514269,JH329066,Essex,40,022XX S CALIFORNIA AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,APARTMENT,False,False
13518983,JH326403,New Britain,56,047XX N SIMONDS DR,0560,ASSAULT,SIMPLE,PARK PROPERTY,False,False
13514231,JH327893,Plainfield,61,105XX S AVENUE L,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True
13515595,JH327802,New London,82,001XX E 44TH ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True
13513475,JH328073,Granby,81,036XX N HALSTED ST,0810,THEFT,OVER $500,BAR OR TAVERN,False,False
13510941,JH324293,Canterbury,70,012XX W ADAMS ST,0460,BATTERY,SIMPLE,STREET,False,False
13511944,JH326186,Killingly,13,050XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False
13512890,JH327381,Fairfield,52,030XX S MILLARD AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False
13515055,JH329840,Easton,50,039XX W 56TH PL,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - YARD (FRONT / BACK),False,False
13510031,JH324030,Brookfield,18,051XX S MAY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13511567,JH325665,Manchester,5,033XX W 47TH ST,0580,STALKING,SIMPLE,STREET,False,True
13511183,JH325363,New London,82,021XX E 81ST ST,0461,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY",ALLEY,False,False
13518608,JH326299,Colebrook,76,108XX S PRAIRIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False
13509964,JH323792,East Hartford,30,074XX S ASHLAND AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,CTA BUS,False,False
13513306,JH327648,Canton,29,001XX W 75TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,APARTMENT,False,False
13514571,JH329113,Canaan,35,0000X W DIVISION ST,0320,ROBBERY,STRONG ARM - NO WEAPON,BAR OR TAVERN,False,False
13512319,JH326510,Groton,1,042XX S FAIRFIELD AVE,0460,BATTERY,SIMPLE,APARTMENT,False,True
13511040,JH325165,Easton,50,133XX S LANGLEY AVE,0650,BURGLARY,HOME INVASION,CHA APARTMENT,False,False
13510222,JH324198,Guilford,21,0000X S KILDARE AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False
13513065,JH327512,East Windsor,3,012XX W 90TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,False
13518039,JH332698,Haddam,55,013XX W ESTES AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False
13511928,JH326151,Eastford,22,084XX S VINCENNES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13510324,JH324287,Canterbury,70,094XX S INDIANA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False
13516836,JH332000,Hampton,74,014XX S LAKE SHORE DR SB,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,False,False
13511328,JH324971,Avon,20,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False
13513569,JH328186,Bloomfield,6,003XX S STATE ST,2160,NARCOTICS,SALE / DELIVER - DRUG PARAPHERNALIA,PARK PROPERTY,True,False
13511238,JH325460,Bethany,38,016XX W DIVISION ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False
13510678,JH324589,Bloomfield,6,078XX S STEWART AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,False,False
13510755,JH324530,Branford,11,109XX S VERNON AVE,0560,ASSAULT,SIMPLE,APARTMENT,True,False
13512535,JH326839,Canton,29,025XX N MILWAUKEE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True
13514694,JH329175,Brooklyn,71,035XX W 81ST ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,True
13513549,JH328103,New London,82,003XX S DEARBORN ST,2022,NARCOTICS,POSSESS - COCAINE,SIDEWALK,True,False
13512074,JH326333,Essex,40,034XX N BELL AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False
13512080,JH325999,Plainfield,61,054XX S INDIANA AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,ALLEY,False,False
13514287,JH329008,Ledyard,68,054XX N MOBILE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13515142,JH329731,Kent,10,011XX S ALBANY AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False
13513060,JH327541,East Haddam,49,024XX W NORTH AVE,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,True,False
13510284,JH324164,Middletown,60,022XX S HOYNE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False
13513297,JH327842,Naugatuck,58,045XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False
13511894,JH326058,Avon,20,022XX S LEAVITT ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False
13511881,JH326118,Easton,50,031XX W HARRISON ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,POLICE FACILITY / VEHICLE PARKING LOT,False,False
13512327,JH326568,Norwich,72,030XX W 26TH ST,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False
13514260,JH329094,Bolton,77,016XX E 75TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False
13512211,JH326004,Derby,46,034XX N NATCHEZ AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True
13511586,JH325750,Cromwell,44,062XX S SANGAMON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True
13513596,JH328045,New London,82,011XX S MASON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True
13515359,JH330244,Farmington,23,008XX N HERMITAGE AVE,0810,THEFT,OVER $500,STREET,False,False
13512997,JH327474,East Hampton,80,033XX W 63RD ST,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,False,False
13511662,JH324999,Griswold,4,026XX W GRAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False
13511424,JH325511,East Lyme,8,007XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False
13513931,JH328483,New London,82,023XX W OHIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13510965,JH325054,Danbury,31,012XX W LOYOLA AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA BUS,False,False
13511805,JH326060,Eastford,22,031XX W AUGUSTA BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13513215,JH327665,Madison,36,014XX N LARAMIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - GARAGE,False,True
13513190,JH327775,Brooklyn,71,002XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,False,False
13513585,JH328181,Granby,81,100XX W OHARE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,AIRCRAFT,True,False
13513234,JH327702,Berlin,24,003XX E 111TH ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,False,False
13513748,JH328290,Bethel,28,033XX W 60TH PL,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,True
13510492,JH324422,Naugatuck,58,002XX N DEARBORN ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False
13515936,JH330927,Canton,29,017XX N LINDER AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True
13518976,JH334648,Fairfield,52,019XX W FARGO AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False
13510309,JH324207,Guilford,21,011XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,APPLIANCE STORE,False,False
13512802,JH327228,Plainfield,61,012XX S HOMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13513236,JH327867,Mansfield,41,012XX W ARTHUR AVE,0810,THEFT,OVER $500,RESIDENCE,False,False
13517630,JH332793,Bristol,9,0000X W ELM ST,0320,ROBBERY,STRONG ARM - NO WEAPON,VEHICLE NON-COMMERCIAL,False,False
13511702,JH325937,Litchfield,59,005XX W 65TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13513617,JH328198,East Windsor,3,032XX N CLARK ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,True,False
13510467,JH324345,Fairfield,52,051XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True
13513362,JH327939,Farmington,23,070XX S DORCHESTER AVE,0810,THEFT,OVER $500,APARTMENT,False,False
13513747,JH328325,Brookfield,18,077XX S SPAULDING AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13511933,JH326157,Easton,50,118XX S HALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False
13514487,JH329252,Colchester,37,034XX N SOUTHPORT AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False
13513592,JH328106,East Haddam,49,025XX N KEDZIE BLVD,0820,THEFT,$500 AND UNDER,STREET,False,False
13513767,JH328317,Plainfield,61,021XX W 73RD ST,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,STREET,False,False
13512548,JH326841,Essex,40,086XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False
13512844,JH327333,Darien,7,060XX S MORGAN ST,0810,THEFT,OVER $500,STREET,False,False
13514962,JH328647,East Hartford,30,065XX W DICKENS AVE,0810,THEFT,OVER $500,STREET,False,False
13514302,JH329025,Coventry,48,054XX S CLAREMONT AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False
13513499,JH327991,East Hampton,80,097XX S LOWE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False
13513011,JH327535,Chester,83,018XX W NORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False
13513299,JH327920,Lyme,42,014XX S SACRAMENTO DR,0320,ROBBERY,STRONG ARM - NO WEAPON,PARK PROPERTY,False,False
13511888,JH326064,East Granby,14,066XX S MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,False,False
28215,JH325829,Ridgefield,65,063XX S STEWART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False
13511913,JH326232,Meriden,32,059XX S PARKSIDE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False
13511774,JH325963,Naugatuck,58,024XX W 51ST ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False
13516240,JH331292,Branford,11,042XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False
13511746,JH326009,New Fairfield,69,005XX W LAKE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER (SPECIFY),False,False
13510744,JH324002,Middletown,60,002XX N KILPATRICK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13515582,JH330604,Canterbury,70,056XX N CENTRAL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False
13511644,JH325797,Barkhamsted,79,072XX S VINCENNES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True
13520332,JH335945,Deep River,54,035XX N BROADWAY,1120,DECEPTIVE PRACTICE,FORGERY,OTHER (SPECIFY),False,False
